SN2019np 0.00452 157.341583 29.510639
filter Is 
58496.05373 15.04032239 0.39258538262905307
58497.05342 14.68097431 0.40070345152356895
58498.11923 14.31923277 0.38782825652087954
58499.05007 14.03386373 0.3500025919947909
58503.03239 13.4010799 0.26336994524076823
58508.05549 13.3094886 0.2583483120138329
58510.0144 13.21509816 0.2510297020346134
58511.0229 13.38582959 0.23840787181721398
58512.01144 13.32593842 0.2390071548734679
58513.01185 13.41114547 0.2419022428644231
58514.00071 13.45702675 0.24653735021774556
58518.06374 13.56095692 0.2055131513956325
58518.99273 13.64481435 0.2971956304862051
58520.14502 13.88186762 0.30745962682773814
58521.00522 13.89616196 0.25745910482711976
58523.05134 13.92164852 0.3666529044969155
58523.98239 14.00174344 0.2418850780908061
58524.9718 14.02883083 0.26487019875065176
58525.97289 14.06657066 0.26684580235651106
58526.97322 14.10215323 0.23763678935210653
58537.96649 13.50594177 0.3755102725538376
58539.04586 13.75939648 0.2975975749072408
58540.96913 13.70480189 0.3661136971015243
58542.94298 13.88555462 0.3181430227448366
58543.98743 14.0675715 0.3124584155273031
58544.98413 14.01599755 0.39491874392335297
58546.98105 14.03363497 0.3839857552392959
58554.05891 14.49440423 0.33947236700160754
58554.95971 14.52009037 0.40687822927632494
58557.95302 14.78857534 0.4622640832207528
58562.92648 15.46200101 0.6141220407435137
58566.01929 15.10970361 0.3361250120904864
58577.89672 15.40554079 0.5067890424659969
58580.89044 15.90025202 0.3492501279603035
58581.89113 15.87218422 0.3609027402189269
58582.89128 15.79935329 0.44179860488013334
58583.88685 15.83100145 0.4634785084102338
filter Rs 
58495.04877 15.61802114 0.39008986209352253
58496.04614 15.2003666 0.39741809379207077
58497.04583 14.79897778 0.3903220073444436
58498.11164 14.45437827 0.35140220278884
58499.04248 14.1514689 0.3513950203091591
58503.02481 13.4445034 0.25571969496632335
58505.91865 13.25720176 0.031130824251372785
58508.04792 12.91915485 0.20492656458984512
58510.00682 12.98978134 0.24371496031421255
58511.01532 13.156594 0.20805043818606272
58512.00386 13.03808478 0.2398406692334768
58513.00427 13.12685884 0.24211347376873987
58513.99313 13.11583116 0.23817463514127404
58514.98841 13.16827256 0.25581341804034236
58518.05616 13.14851605 0.18093118009469675
58518.89816 13.33138235 0.04060714080698927
58523.04376 13.68314356 0.27600596847373454
58523.97481 13.7347713 0.24765411281392283
58524.96422 13.70849141 0.24939204238600146
58525.96532 13.85233978 0.27648581581846504
58526.96565 13.87256851 0.2241500313441284
58531.01662 13.74568621 0.41776838863411553
58535.95679 14.08568182 0.04195042564090508
58536.93727 13.80985981 0.3756915147355762
58539.93558 14.16970684 0.030241411138410737
58540.96155 14.04872195 0.3800225582545691
58542.9354 14.23509221 0.3060072210224759
58543.97984 14.4188835 0.2956829001379948
58544.97655 14.40034591 0.3557322865694527
58546.97347 14.39893995 0.37616580237145425
58552.94679 14.6290156 0.3180860397082675
58554.05133 14.95320906 0.2633052807488727
58554.95213 14.82424867 0.38482842302014175
58555.98668 14.95524012 0.3223793197119765
58557.94544 14.94592625 0.43864469025754155
58562.91892 15.28559011 0.37795601269196455
58566.0117 15.33234465 0.31807424463700384
58577.88914 15.35857782 0.40412506478024723
58580.88286 15.92206238 0.302682420649127
58581.88355 15.87891711 0.32233876427240515
58582.8837 15.77419112 0.398949410834622
58583.87899 15.49557385 0.5698252739199575
58590.88298 16.40302585 0.49902707133366286
58593.93783 16.16920154 0.39210911897466516
filter Vs 
58495.04118 15.51236929 0.48820494625825783
58497.03825 14.91704718 0.40906885277596094
58498.10406 14.53793992 0.3901413959908676
58505.9155 13.3440775 0.0397046821892641
58511.00774 13.19147412 0.2376684061902319
58513.98554 13.14791152 0.24018978065485955
58514.98083 13.22101111 0.24982843170651298
58516.18963 13.1752742 0.2721848782782903
58516.92024 13.22687733 0.036429207114376784
58518.04859 13.12223411 0.19743212430574034
58518.88426 13.28364572 0.03994030176935735
58520.99006 13.35608463 0.23811434699797562
58523.03619 13.60591101 0.2690457411912638
58523.96723 13.77037336 0.09910195017019785
58524.95665 13.64661268 0.2136210166227063
58526.95807 13.88949957 0.251359539156631
58528.92012 13.87954234 0.09621969389168304
58535.95053 14.50145304 0.05082364354831104
58537.95133 14.33803917 0.29098825091404
58539.03061 14.32066151 0.3897918997880941
58540.95397 14.41446552 0.3878732394201084
58543.97226 14.79388399 0.3266461158018115
58544.96897 14.69913536 0.3907595082898047
58552.93922 15.43881775 0.06952664507258874
58554.04376 15.33029873 0.3042675181377257
58566.00413 15.53313549 0.32117203192375904
58577.88155 15.77925459 0.30864961959481024
58580.87528 16.01561219 0.28955803074790615
58581.87597 15.97830866 0.3490803884829967
58582.87612 15.52234505 0.527716002506078
58583.87141 15.9487997 0.33297095175002617
58593.93025 16.2063894 0.415877677680595
filter Bs 
58502.17985 13.48874312 0.42162786537325436
58512.98214 13.27896066 0.014531242823190208
58513.88673 13.30751956 0.016155051767888087
58524.83949 14.2296115 0.03825625775063643
58535.94477 15.42286374 0.09098622392449786
58539.92116 15.73113027 0.06212725314188897

