SN2025ahkt 0.026228 141.426836087 22.3349335633
filter Is 
61029.13991 18.65792481 1.6331502200075279
61030.08298 17.37864332 0.6022365074433829
61035.08653 17.02319984 0.5997481013192665
61050.02793 16.51089439 0.4949227737108412
61052.02278 16.59048123 0.5177401239108806
61062.08372 16.61270387 0.5304533672292453
61068.02479 17.12695344 0.6416347412197418
61069.97309 16.97200337 0.8929667470168282
61071.00482 16.12578875 0.8086917661647034
61079.01467 17.07726825 0.6194880154993648
61080.96738 17.44492176 0.6652996462294553
61081.96664 17.61103852 0.7366369895637412
61091.96833 18.02428002 0.882737895201957
61094.93303 18.57542661 1.9364163722173846
61105.93612 18.33228861 1.35879974156352
61111.95864 18.81129025 2.7837166582857966
filter Rs 
61029.13234 17.55981236 0.49194268921136053
61030.07541 16.97640362 0.286215422801864
61035.07896 16.31931878 0.3121269999393268
61050.02036 15.721808 0.28239777759614304
61052.01521 15.84062699 0.2838319379627695
61062.07616 16.18636341 0.28702630762507514
61068.01723 16.36152226 0.37690593494213115
61069.96554 16.88816873 0.5970455853558974
61070.99727 15.02583825 0.11516258807191124
61070.99727 15.87035079 0.24952995811002415
61079.0071 16.86222592 0.3763043358806337
61080.95981 16.88777787 0.3138569756597966
61081.95907 17.11662758 0.37966607176229733
61091.96077 17.62195064 0.46809880025021355
61094.92545 17.77103293 0.7201816666624123
61105.92855 18.97975978 1.521985629373722
61111.95107 18.79880824 1.2404332430873142
filter Vs 
61029.11723 17.30945031 0.4717687882736887
61030.06029 17.50374991 0.3465417934675367
61031.05584 16.88103097 0.27922750736997404
61035.06384 16.24502165 0.22709997176855393
61038.0986 16.02999679 0.3974131469307494
61050.00525 15.83435748 0.2707491289703196
61062.06105 16.2220078 0.31080615676980283
61063.99004 16.46670959 0.2574181177416646
61066.97977 16.27302489 0.44743573665816605
61068.00212 16.65746736 0.416869336141169
61070.98518 16.46968138 0.4121933967131616
61078.99198 17.47726334 0.5396583750242985
61080.94467 17.60036927 0.44749922627234007
61081.94393 17.56941584 0.4410503099079882
61091.94564 18.38528508 0.6889514411819528
61094.91034 17.71863359 0.6736202837968054
61105.91343 18.43488467 0.8808176013099651
61111.93596 18.05494402 0.6873093191745471
