SN2025acsn 0.015791 346.8283843 42.1988628
filter Is 
61007.83599 15.24799161 0.09753554411752358
61008.83464 15.28968785 0.1309149390313788
61012.85348 15.32456082 0.12442735661615718
61013.85341 15.40404428 0.18206667944548077
61016.83461 15.37141399 0.0829655172551287
61017.83489 15.32300639 0.080590635385415
61019.83586 15.44142208 0.09361363303274724
61029.85688 15.3879937 0.08712244786582782
61034.83965 15.44461995 0.10225511716245377
61035.84606 15.53036984 0.12742025120169975
61038.83995 15.47872318 0.14573268955722143
61051.89671 15.66518865 0.12713874493952523
61065.86723 16.03545338 0.2241305300654037
filter Rs 
61006.85234 15.10721387 0.062331738719160444
61006.85315 15.32087053 0.04640110972882276
61007.82857 15.31863347 0.0574664787106507
61008.82573 15.36654995 0.07532688070251807
61012.8459 15.44377161 0.08181743955305694
61013.84583 15.5899677 0.09665112436987876
61014.82692 15.58383945 0.18718184534248247
61016.82701 15.61643347 0.04872745768309499
61017.76595 15.47503945 0.06538693222125891
61017.82731 15.59100666 0.05070034771725387
61018.82732 15.67698804 0.05834932612329374
61019.82827 15.69588562 0.06030774047738438
61028.86777 15.62561418 0.06421343638787938
61029.8493 15.77267942 0.05552839702879479
61034.83207 15.83204689 0.07075037931949929
61035.83847 16.01527022 0.09349369879833368
61038.83237 15.96224851 0.11884025177617599
61051.88914 16.24275307 0.08421292821858109
61065.85965 16.23601954 0.12707088002365785
filter Vs 
61005.8101 15.57202671 0.05009523270733495
61006.83798 15.54449917 0.058657868592654004
61007.81123 15.56668627 0.06766323333748692
61008.80994 15.70583666 0.10842210139264391
61012.83073 15.80461226 0.12478647375555857
61013.83067 15.86687704 0.12757424731644887
61014.81174 16.02811857 0.18738670662649787
61016.81182 15.82624435 0.05208925766460337
61017.75652 15.83782103 0.11206786860089425
61017.81209 15.87153858 0.057749511741830774
61018.81215 15.98625732 0.07567505330832489
61019.8131 16.07553471 0.07152144821046935
61027.93151 16.22419383 0.08329838556515741
61028.85261 16.26835226 0.08174593813382695
61029.83414 16.37378308 0.07371556972282321
61031.81578 16.37997127 0.0765858097079603
61034.81691 16.5202169 0.09728115735522602
61035.8233 16.56103182 0.13084643955706204
61038.8172 16.27961558 0.16349677468192073
61051.87397 16.7445796 0.10687865251304599
61065.84448 16.85938777 0.20597174735808224
61072.76913 16.74794594 0.5670301603752544
filter Bs 
61005.81769 15.89109356 0.07951422487971416
61006.84625 15.84206897 0.09167089864157117
61006.84557 16.03123849 0.08090482553963405
61012.83832 16.2067372 0.21373525910725258
61013.83825 16.40632426 0.2516701335124183
61014.81934 16.71917598 0.3925098441303808
61016.81942 16.67608176 0.08252489059777586
61017.75986 16.64738692 0.16396645042882152
61017.81968 16.47932404 0.08797796993083283
61018.81974 16.61244516 0.10982427859272491
61028.86019 17.21305767 0.13147843570276557
61029.84173 17.41681824 0.15407014312934858
61034.8245 17.67316774 0.2627980022267813
61035.83089 18.07650838 0.4422127921800181
