# column 1: time
# column 2:  model magnitude
# column 3:  model magnitude error
58499.1, 14.039 0.062
58500.1, 13.859 0.034
58501.1, 13.709 0.019
58502.1, 13.587 0.011
58503.1, 13.482 0.009
58504.1, 13.393 0.008
58505.1, 13.323 0.007
58506.1, 13.273 0.006
58507.1, 13.241 0.006
58508.1, 13.224 0.005
58509.1, 13.219 0.005
58510.1, 13.227 0.005
58511.1, 13.246 0.005
58512.1, 13.274 0.005
58513.1, 13.309 0.005
58514.1, 13.351 0.005
58515.1, 13.400 0.005
58516.1, 13.456 0.006
58517.1, 13.516 0.006
58518.1, 13.583 0.007
58519.1, 13.657 0.007
58520.1, 13.740 0.008
58521.1, 13.829 0.009
58522.1, 13.924 0.009
58523.1, 14.024 0.010
58524.1, 14.130 0.011
58525.1, 14.241 0.012
58526.1, 14.349 0.015
58527.1, 14.449 0.017
58528.1, 14.548 0.019
58529.1, 14.645 0.021
58530.1, 14.739 0.024
58531.1, 14.834 0.026
58532.1, 14.926 0.028
58533.1, 15.018 0.032
58534.1, 15.108 0.036
58535.1, 15.196 0.040
58536.1, 15.282 0.042
58537.1, 15.363 0.041
58538.1, 15.447 0.041
58539.1, 15.526 0.046
58540.1, 15.599 0.057
58541.1, 15.671 0.068
58542.1, 15.735 0.075
58543.1, 15.794 0.079
58544.1, 15.847 0.080
58545.1, 15.895 0.080
58546.1, 15.940 0.079
58547.1, 15.984 0.077
58548.1, 16.030 0.077
58549.1, 16.081 0.082
58550.1, 16.134 0.092
58551.1, 16.187 0.102
58552.1, 16.234 0.110
58553.1, 16.269 0.112
58554.1, 16.291 0.108
58555.1, 16.300 0.098
58556.1, 16.303 0.088
58557.1, 16.306 0.082
58558.1, 16.309 0.082
58559.1, 16.316 0.089
58560.1, 16.325 0.099
58561.1, 16.335 0.110
58562.1, 16.345 0.121
58563.1, 16.354 0.127
58564.1, 16.364 0.125
58565.1, 16.378 0.117
58566.1, 16.395 0.108
58567.1, 16.416 0.105
58568.1, 16.440 0.113
58569.1, 16.465 0.131
58570.1, 16.490 0.151
58571.1, 16.510 0.168
58572.1, 16.524 0.178
58573.1, 16.533 0.185
