# column 1: time
# column 2:  model magnitude
# column 3:  model magnitude error
61060.9, 14.116 0.016
61061.9, 13.955 0.011
61062.9, 13.830 0.009
61063.9, 13.734 0.008
61064.9, 13.659 0.006
61065.9, 13.601 0.006
61066.9, 13.558 0.006
61067.9, 13.528 0.006
61068.9, 13.512 0.005
61069.9, 13.509 0.006
61070.9, 13.521 0.006
61071.9, 13.548 0.007
61072.9, 13.587 0.007
61073.9, 13.639 0.007
61074.9, 13.705 0.007
61075.9, 13.781 0.007
61076.9, 13.862 0.008
61077.9, 13.943 0.008
61078.9, 14.021 0.009
61079.9, 14.083 0.009
61080.9, 14.131 0.010
61081.9, 14.171 0.010
61082.9, 14.200 0.010
61083.9, 14.220 0.010
61084.9, 14.234 0.011
61085.9, 14.246 0.011
61086.9, 14.259 0.012
61087.9, 14.276 0.013
61088.9, 14.302 0.013
61089.9, 14.339 0.014
61090.9, 14.388 0.014
61091.9, 14.448 0.014
61092.9, 14.516 0.015
61093.9, 14.588 0.016
61094.9, 14.664 0.017
61095.9, 14.740 0.017
61096.9, 14.815 0.018
61097.9, 14.885 0.020
61098.9, 14.952 0.023
61099.9, 15.019 0.026
61100.9, 15.087 0.028
61101.9, 15.155 0.028
61102.9, 15.220 0.030
61103.9, 15.277 0.031
61104.9, 15.327 0.032
61105.9, 15.368 0.033
61106.9, 15.402 0.034
61107.9, 15.431 0.037
61108.9, 15.462 0.040
61109.9, 15.497 0.042
61110.9, 15.538 0.041
61111.9, 15.583 0.041
61112.9, 15.631 0.044
61113.9, 15.679 0.048
61114.9, 15.724 0.053
61115.9, 15.763 0.059
61116.9, 15.795 0.064
61117.9, 15.823 0.068
61118.9, 15.849 0.069
61119.9, 15.874 0.069
61120.9, 15.901 0.071
61121.9, 15.929 0.074
61122.9, 15.959 0.077
61123.9, 15.992 0.078
61124.9, 16.024 0.078
61125.9, 16.053 0.081
