# column 1: time
# column 2:  model magnitude
# column 3:  model magnitude error
61056.5, 17.199 0.043
61057.5, 17.008 0.023
61058.5, 16.847 0.013
61059.5, 16.715 0.008
61060.5, 16.605 0.006
61061.5, 16.515 0.005
61062.5, 16.445 0.005
61063.5, 16.393 0.004
61064.5, 16.359 0.004
61065.5, 16.341 0.004
61066.5, 16.337 0.004
61067.5, 16.345 0.004
61068.5, 16.363 0.005
61069.5, 16.391 0.005
61070.5, 16.426 0.005
61071.5, 16.468 0.005
61072.5, 16.516 0.005
61073.5, 16.570 0.005
61074.5, 16.629 0.006
61075.5, 16.694 0.006
61076.5, 16.765 0.007
61077.5, 16.843 0.007
61078.5, 16.928 0.007
61079.5, 17.021 0.008
61080.5, 17.123 0.008
61081.5, 17.229 0.009
61082.5, 17.337 0.010
61083.5, 17.444 0.011
61084.5, 17.550 0.013
61085.5, 17.654 0.014
61086.5, 17.758 0.016
61087.5, 17.863 0.018
61088.5, 17.969 0.019
61089.5, 18.074 0.021
61090.5, 18.177 0.022
61091.5, 18.277 0.025
61092.5, 18.372 0.028
61093.5, 18.465 0.030
61094.5, 18.555 0.032
61095.5, 18.642 0.033
61096.5, 18.722 0.036
61097.5, 18.799 0.041
61098.5, 18.872 0.049
61099.5, 18.940 0.055
61100.5, 19.004 0.058
61101.5, 19.061 0.060
61102.5, 19.112 0.063
61103.5, 19.155 0.066
61104.5, 19.193 0.068
61105.5, 19.229 0.069
61106.5, 19.263 0.069
61107.5, 19.297 0.072
61108.5, 19.333 0.075
61109.5, 19.370 0.078
61110.5, 19.404 0.079
61111.5, 19.430 0.081
61112.5, 19.448 0.082
61113.5, 19.460 0.083
61114.5, 19.468 0.084
61115.5, 19.474 0.084
61116.5, 19.480 0.083
61117.5, 19.487 0.083
61118.5, 19.495 0.085
61119.5, 19.505 0.090
61120.5, 19.514 0.096
61121.5, 19.522 0.101
61122.5, 19.530 0.101
61123.5, 19.541 0.096
61124.5, 19.556 0.091
61125.5, 19.575 0.092
61126.5, 19.597 0.099
61127.5, 19.620 0.111
61128.5, 19.641 0.123
61129.5, 19.659 0.130
61130.5, 19.671 0.131
61131.5, 19.678 0.130
61132.5, 19.683 0.132
61133.5, 19.687 0.136
61134.5, 19.692 0.138
61135.5, 19.702 0.145
61136.5, 19.720 0.177
