#  column 1:  time
#  column 2:  oberved magnitude
#  column 3:  error in observed magnitude
#  column 4:  Flag:  0=OK  1=Invalid S/K-correction
61068.14  13.405  0.308  0
61070.12  13.430  0.332  0
61071.17  13.497  0.294  0
61072.15  13.680  0.368  0
61079.14  14.038  0.401  0
61081.06  14.028  0.348  0
61082.06  14.140  0.340  0
61092.07  13.833  0.343  0
61095.09  13.930  0.329  0
61115.03  15.208  0.399  0
