# column 1: time
# column 2:  model magnitude
# column 3:  model magnitude error
61058.9, 14.811 0.036
61059.9, 14.552 0.017
61060.9, 14.337 0.010
61061.9, 14.161 0.007
61062.9, 14.013 0.006
61063.9, 13.893 0.005
61064.9, 13.799 0.004
61065.9, 13.729 0.004
61066.9, 13.682 0.004
61067.9, 13.656 0.004
61068.9, 13.652 0.004
61069.9, 13.668 0.004
61070.9, 13.701 0.004
61071.9, 13.751 0.004
61072.9, 13.815 0.005
61073.9, 13.891 0.005
61074.9, 13.978 0.005
61075.9, 14.074 0.005
61076.9, 14.179 0.006
61077.9, 14.292 0.006
61078.9, 14.413 0.007
61079.9, 14.545 0.009
61080.9, 14.684 0.010
61081.9, 14.824 0.011
61082.9, 14.961 0.012
61083.9, 15.093 0.012
61084.9, 15.219 0.013
61085.9, 15.337 0.016
61086.9, 15.450 0.019
61087.9, 15.560 0.022
61088.9, 15.669 0.023
61089.9, 15.783 0.025
61090.9, 15.898 0.028
61091.9, 16.010 0.031
61092.9, 16.112 0.033
61093.9, 16.203 0.035
61094.9, 16.282 0.038
61095.9, 16.350 0.041
61096.9, 16.406 0.044
61097.9, 16.455 0.046
61098.9, 16.499 0.048
61099.9, 16.541 0.051
61100.9, 16.582 0.055
61101.9, 16.622 0.058
61102.9, 16.660 0.059
61103.9, 16.700 0.058
61104.9, 16.736 0.059
61105.9, 16.767 0.063
61106.9, 16.792 0.069
61107.9, 16.812 0.075
61108.9, 16.833 0.076
61109.9, 16.856 0.076
61110.9, 16.882 0.080
61111.9, 16.911 0.086
61112.9, 16.942 0.092
61113.9, 16.973 0.096
61114.9, 16.999 0.098
61115.9, 17.022 0.098
61116.9, 17.041 0.097
61117.9, 17.059 0.097
61118.9, 17.079 0.099
61119.9, 17.102 0.104
61120.9, 17.126 0.112
61121.9, 17.147 0.116
61122.9, 17.161 0.113
61123.9, 17.169 0.109
61124.9, 17.173 0.106
61125.9, 17.181 0.106
