#  column 1:  time
#  column 2:  oberved magnitude
#  column 3:  error in observed magnitude
#  column 4:  Flag:  0=OK  1=Invalid S/K-correction
61038.27  14.792  0.099  0
61040.27  14.834  0.080  0
61068.19  17.260  0.219  0
61070.19  17.486  0.942  0
61071.26  17.590  0.588  0
61072.26  17.274  0.483  0
61078.24  17.319  0.620  0
61081.17  17.277  0.305  0
61082.17  17.538  0.277  0
61089.17  17.609  0.480  0
61092.16  17.975  0.327  0
61108.09  17.373  0.496  0
