# column 1: time
# column 2:  model magnitude
# column 3:  model magnitude error
61056.5, 16.027 0.037
61057.5, 15.862 0.027
61058.5, 15.730 0.021
61059.5, 15.628 0.018
61060.5, 15.554 0.016
61061.5, 15.507 0.015
61062.5, 15.482 0.014
61063.5, 15.478 0.014
61064.5, 15.490 0.015
61065.5, 15.515 0.015
61066.5, 15.547 0.016
61067.5, 15.582 0.016
61068.5, 15.621 0.017
61069.5, 15.665 0.018
61070.5, 15.704 0.019
61071.5, 15.737 0.020
61072.5, 15.769 0.021
61073.5, 15.807 0.021
61074.5, 15.854 0.022
61075.5, 15.909 0.023
61076.5, 15.971 0.025
61077.5, 16.035 0.027
61078.5, 16.096 0.028
61079.5, 16.147 0.030
61080.5, 16.185 0.031
61081.5, 16.210 0.032
61082.5, 16.223 0.033
61083.5, 16.223 0.033
61084.5, 16.213 0.032
61085.5, 16.197 0.031
61086.5, 16.176 0.031
61087.5, 16.151 0.030
61088.5, 16.124 0.029
61089.5, 16.098 0.029
61090.5, 16.073 0.029
61091.5, 16.049 0.030
61092.5, 16.026 0.031
61093.5, 16.005 0.031
61094.5, 15.992 0.030
61095.5, 15.986 0.030
61096.5, 15.991 0.029
61097.5, 16.011 0.030
61098.5, 16.043 0.031
61099.5, 16.087 0.033
61100.5, 16.141 0.034
61101.5, 16.202 0.035
61102.5, 16.267 0.037
61103.5, 16.334 0.039
61104.5, 16.400 0.040
61105.5, 16.463 0.042
61106.5, 16.521 0.046
61107.5, 16.575 0.051
61108.5, 16.628 0.057
61109.5, 16.680 0.061
61110.5, 16.732 0.063
61111.5, 16.784 0.063
61112.5, 16.835 0.063
61113.5, 16.884 0.064
61114.5, 16.932 0.066
61115.5, 16.976 0.069
61116.5, 17.018 0.072
61117.5, 17.055 0.077
61118.5, 17.090 0.082
61119.5, 17.122 0.088
61120.5, 17.152 0.092
61121.5, 17.184 0.095
61122.5, 17.217 0.097
61123.5, 17.255 0.098
61124.5, 17.298 0.099
61125.5, 17.345 0.107
61126.5, 17.394 0.120
61127.5, 17.443 0.137
61128.5, 17.490 0.154
61129.5, 17.534 0.167
61130.5, 17.574 0.169
61131.5, 17.610 0.156
61132.5, 17.642 0.154
61133.5, 17.671 0.192
61134.5, 17.697 0.272
