# column 1: time
# column 2:  model magnitude
# column 3:  model magnitude error
61044.6, 17.311 0.026
61045.6, 17.186 0.016
61046.6, 17.080 0.011
61047.6, 16.990 0.009
61048.6, 16.914 0.008
61049.6, 16.853 0.007
61050.6, 16.805 0.007
61051.6, 16.770 0.006
61052.6, 16.746 0.005
61053.6, 16.732 0.005
61054.6, 16.728 0.005
61055.6, 16.733 0.005
61056.6, 16.747 0.005
61057.6, 16.768 0.005
61058.6, 16.794 0.005
61059.6, 16.827 0.005
61060.6, 16.864 0.005
61061.6, 16.906 0.005
61062.6, 16.952 0.006
61063.6, 17.002 0.006
61064.6, 17.057 0.007
61065.6, 17.117 0.007
61066.6, 17.182 0.008
61067.6, 17.252 0.008
61068.6, 17.329 0.009
61069.6, 17.410 0.009
61070.6, 17.499 0.010
61071.6, 17.590 0.010
61072.6, 17.685 0.011
61073.6, 17.779 0.013
61074.6, 17.870 0.015
61075.6, 17.959 0.017
61076.6, 18.046 0.019
61077.6, 18.131 0.021
61078.6, 18.214 0.023
61079.6, 18.296 0.025
61080.6, 18.378 0.027
61081.6, 18.459 0.029
61082.6, 18.538 0.032
61083.6, 18.616 0.036
61084.6, 18.693 0.039
61085.6, 18.767 0.041
61086.6, 18.839 0.042
61087.6, 18.909 0.041
61088.6, 18.976 0.042
61089.6, 19.043 0.047
61090.6, 19.108 0.056
61091.6, 19.170 0.066
61092.6, 19.226 0.073
61093.6, 19.279 0.077
61094.6, 19.327 0.079
61095.6, 19.371 0.080
61096.6, 19.412 0.079
61097.6, 19.452 0.079
61098.6, 19.491 0.077
61099.6, 19.531 0.076
61100.6, 19.574 0.079
61101.6, 19.620 0.086
61102.6, 19.667 0.095
61103.6, 19.711 0.103
61104.6, 19.749 0.110
61105.6, 19.780 0.112
61106.6, 19.802 0.110
61107.6, 19.816 0.103
61108.6, 19.823 0.093
61109.6, 19.825 0.086
61110.6, 19.826 0.082
61111.6, 19.827 0.082
61112.6, 19.830 0.088
61113.6, 19.834 0.096
61114.6, 19.840 0.106
61115.6, 19.848 0.115
61116.6, 19.857 0.123
61117.6, 19.866 0.127
61118.6, 19.876 0.125
61119.6, 19.889 0.118
61120.6, 19.904 0.109
61121.6, 19.922 0.105
61122.6, 19.941 0.107
61123.6, 19.961 0.119
61124.6, 19.982 0.135
