#  column 1:  time
#  column 2:  oberved magnitude
#  column 3:  error in observed magnitude
#  column 4:  Flag:  0=OK  1=Invalid S/K-correction
61007.84  15.724  0.270  0
61008.83  15.761  0.368  0
61012.85  15.860  0.342  0
61013.85  15.981  0.478  0
61016.83  15.934  0.205  0
61017.83  15.831  0.217  0
61019.84  16.006  0.233  0
61029.86  15.854  0.248  0
61034.84  15.955  0.268  0
61035.85  16.038  0.354  0
61038.84  15.832  0.549  0
61051.90  16.299  0.293  0
61065.87  17.210  0.420  0
