time band flux fluxerr zp zpsys
61005.8101 bessellv 7721.317091468307 1108.4607000256572 25.53451679 vega
61006.83798 bessellv 8203.58790294372 1420.1172355252183 25.55877963 vega
61006.84557 bessellb 4050.8515495128586 1216.9057729802678 25.2665272 vega
61006.84625 bessellb 5527.849416983101 2520.8899366626883 25.41647878 vega
61006.85315 bessellr 12443.32521894632 1290.4796227436252 25.87238124 vega
61007.81123 bessellv 7859.82745180902 2397.174413193977 25.49722197 vega
61007.82857 bessellr 10947.485030149459 1336.1330583661086 25.79097314 vega
61007.83599 besselli 4555.240425833982 857.1405572740732 24.87050295 vega
61008.80994 bessellv 7279.090450702751 5252.532226621649 25.49801103 vega
61008.82573 bessellr 11087.751195742148 2459.191758279238 25.82313162 vega
61008.83464 besselli 4372.192228924827 971.1454875499331 24.86322123 vega
61011.82595 bessellv 6061.255678591274 1738.4477953009668 25.61987166 vega
61012.83073 bessellv 5894.819615488939 2691.1956415833242 25.52575288 vega
61012.83832 bessellb 3053.746709380907 2991.315183785836 25.16018849 vega
61012.8459 bessellr 9381.705155688303 1723.923727247516 25.77587824 vega
61012.85348 besselli 3900.770863301886 947.3036257095067 24.83769175 vega
61013.83067 bessellv 6211.463706663352 2216.172583469715 25.67641864 vega
61013.83825 bessellb 2669.9303490831153 2573.251807728064 25.29336499 vega
61013.84583 bessellr 8078.401686173019 1605.337858003432 25.80631297 vega
61013.85341 besselli 3192.31492228817 1109.2635150716467 24.74155384 vega
61014.81174 bessellv 3667.8078865676157 2381.7408131612083 25.23736077 vega
61014.81934 bessellb 1506.4646736698694 1095.1470691666912 24.79484588 vega
61014.82692 bessellr 5578.711722347492 4199.570093372421 25.26899903 vega
61016.81182 bessellv 5337.975301488562 731.1448813608644 25.443152 vega
61016.81942 bessellb 2146.2853836271297 540.0427717519764 25.26237686 vega
61016.82701 bessellr 7889.876113692043 636.8667562756074 25.824889 vega
61016.83461 besselli 3634.483085187926 508.6509796906048 24.8348913 vega
61017.75652 bessellv 4476.256163352535 1598.9418990565875 25.32709211 vega
61017.75986 bessellb 2849.784106230531 2703.3664074847475 25.4649638 vega
61017.81209 bessellv 5247.6597945906315 742.948439870731 25.48672219 vega
61017.81968 bessellb 2260.327349823316 571.9959180897285 25.12327582 vega
61017.82731 bessellr 7937.355719011824 754.8704035696674 25.76758495 vega
61017.83489 besselli 3835.8600702545496 571.3986683651943 24.79101202 vega
61018.81215 bessellv 4695.60780684283 987.2317508190683 25.41889317 vega
61018.81974 bessellb 1811.7145158350352 1707.492330079022 24.92115936 vega
61018.82732 bessellr 7800.658758300514 773.2151221937181 25.83021393 vega
61019.8131 bessellv 4369.66690065594 550.962598059442 25.61214555 vega
61019.8207 bessellb 1346.9225999996177 179.16810951596963 25.24546929 vega
61019.82827 bessellr 7680.130153707481 727.2545969209962 25.90094398 vega
61019.83586 besselli 3718.212854786971 596.3864098163516 24.93202362 vega
61027.93151 bessellv 3258.712931354409 507.73351562231534 25.43346749 vega
61028.85261 bessellv 3289.737640801731 454.6667497438228 25.51816153 vega
61028.86019 bessellb 904.1051851902415 224.26844184918727 25.13840997 vega
61028.86777 bessellr 6534.619072542194 687.0086063745675 25.64539508 vega
61029.83414 bessellv 3316.7175439337802 508.4536756368008 25.5755995 vega
61029.84173 bessellb 879.1128334277188 282.08050165948777 25.25773955 vega
61029.8493 bessellr 6726.872000986307 654.9710026480667 25.81450326 vega
61029.85688 besselli 4231.452947380665 729.5465133349585 24.92011972 vega
61031.81578 bessellv 3214.077821526981 510.48069463531425 25.5524295 vega
61031.82338 bessellb 1447.3374511140319 536.0257728434703 25.198368 vega
61034.81691 bessellv 2821.021889222615 620.0768066926173 25.55881324 vega
61034.8245 bessellb 718.6555038714068 419.1309777030999 25.16356556 vega
61034.83207 bessellr 5731.311061227636 721.7039032879576 25.70909365 vega
61034.83965 besselli 3501.4312542705065 650.0542847836676 24.8151595 vega
61035.8233 bessellv 2543.422049704376 665.8435101075474 25.59171022 vega
61035.83089 bessellb 509.7332739118207 377.17801128071596 25.31204773 vega
61035.83847 bessellr 4938.658540249439 749.721690520884 25.85597079 vega
61035.84606 besselli 3452.867968323881 867.2597621092425 24.88363408 vega
61038.8172 bessellv 4005.022940161154 2388.5771325046744 25.56678547 vega
61038.82479 bessellb 981.951052574085 1948.1907867958512 25.25024951 vega
61038.83237 bessellr 6768.2160269301085 2441.9330718603596 25.87055718 vega
61038.83995 besselli 4216.2269895374375 1729.5610603170494 24.8943151 vega
61051.87397 bessellv 1761.232666709884 313.26621777944473 25.4719384 vega
61051.88156 bessellb 695.4442745220404 292.85007503057994 25.07648059 vega
61051.88914 bessellr 3323.4012891994807 389.9799758472552 25.7913043 vega
61051.89671 besselli 2676.3310951451317 543.5025586543989 24.86787148 vega
61065.84448 bessellv 1457.422023566378 497.43644517847434 25.49846432 vega
61065.85965 bessellr 3103.437588818185 585.9399458719778 25.74666254 vega
61065.86723 besselli 1095.0390934858792 328.34889426631463 24.80902165 vega
61072.76913 bessellv 1357.5566328721613 1169.3596775604217 25.45874884 vega
