# column 1: time
# column 2:  model magnitude
# column 3:  model magnitude error
58500.6, 13.961 0.024
58501.6, 13.775 0.018
58502.6, 13.618 0.015
58503.6, 13.477 0.013
58504.6, 13.367 0.012
58505.6, 13.290 0.012
58506.6, 13.246 0.010
58507.6, 13.226 0.010
58508.6, 13.226 0.011
58509.6, 13.239 0.012
58510.6, 13.277 0.012
58511.6, 13.321 0.013
58512.6, 13.366 0.013
58513.6, 13.422 0.014
58514.6, 13.470 0.015
58515.6, 13.512 0.016
58516.6, 13.556 0.016
58517.6, 13.607 0.017
58518.6, 13.666 0.018
58519.6, 13.732 0.020
58520.6, 13.804 0.022
58521.6, 13.866 0.024
58522.6, 13.910 0.025
58523.6, 13.959 0.027
58524.6, 13.982 0.028
58525.6, 13.970 0.029
58526.6, 13.944 0.029
58527.6, 13.914 0.029
58528.6, 13.879 0.029
58529.6, 13.847 0.028
58530.6, 13.816 0.027
58531.6, 13.782 0.026
58532.6, 13.751 0.024
58533.6, 13.726 0.023
58534.6, 13.707 0.023
58535.6, 13.696 0.023
58536.6, 13.692 0.024
58537.6, 13.698 0.024
58538.6, 13.714 0.025
58539.6, 13.746 0.025
58540.6, 13.793 0.025
58541.6, 13.852 0.026
58542.6, 13.922 0.028
58543.6, 14.008 0.031
58544.6, 14.093 0.034
58545.6, 14.171 0.037
58546.6, 14.241 0.038
58547.6, 14.303 0.039
58548.6, 14.356 0.039
58549.6, 14.402 0.041
58550.6, 14.444 0.043
58551.6, 14.486 0.046
58552.6, 14.529 0.049
58553.6, 14.577 0.050
58554.6, 14.633 0.053
58555.6, 14.697 0.060
58556.6, 14.770 0.068
58557.6, 14.844 0.076
58558.6, 14.916 0.083
58559.6, 14.986 0.086
58560.6, 15.052 0.089
58561.6, 15.115 0.094
58562.6, 15.173 0.099
58563.6, 15.211 0.104
58564.6, 15.239 0.104
58565.6, 15.267 0.103
58566.6, 15.306 0.105
58567.6, 15.351 0.113
58568.6, 15.394 0.124
58569.6, 15.434 0.135
58570.6, 15.470 0.139
58571.6, 15.505 0.139
58572.6, 15.541 0.135
58573.6, 15.581 0.132
58574.6, 15.626 0.141
58575.6, 15.676 0.174
58576.6, 15.727 0.244
