#  column 1:  time
#  column 2:  oberved magnitude
#  column 3:  error in observed magnitude
#  column 4:  Flag:  0=OK  1=Invalid S/K-correction
61072.87  17.325  0.996  0
61073.86  16.916  0.469  0
61078.86  16.969  0.321  0
61080.88  16.356  0.192  0
61081.89  16.606  0.249  0
61088.86  16.609  0.219  0
61100.87  16.624  0.393  0
61106.87  17.296  0.519  0
61113.90  17.095  0.453  0
61114.88  17.474  0.571  0
61115.90  17.777  1.687  0
