# column 1: time
# column 2:  model magnitude
# column 3:  model magnitude error
58864.7, 12.798 0.021
58865.7, 12.601 0.014
58866.7, 12.448 0.009
58867.7, 12.327 0.007
58868.7, 12.230 0.006
58869.7, 12.155 0.005
58870.7, 12.101 0.005
58871.7, 12.064 0.005
58872.7, 12.042 0.005
58873.7, 12.035 0.005
58874.7, 12.040 0.005
58875.7, 12.057 0.005
58876.7, 12.084 0.005
58877.7, 12.121 0.006
58878.7, 12.168 0.006
58879.7, 12.226 0.006
58880.7, 12.292 0.006
58881.7, 12.364 0.006
58882.7, 12.439 0.007
58883.7, 12.516 0.008
58884.7, 12.592 0.009
58885.7, 12.665 0.010
58886.7, 12.734 0.009
58887.7, 12.800 0.009
58888.7, 12.864 0.010
58889.7, 12.928 0.011
58890.7, 12.994 0.012
58891.7, 13.064 0.013
58892.7, 13.140 0.014
58893.7, 13.221 0.014
58894.7, 13.305 0.015
58895.7, 13.393 0.015
58896.7, 13.482 0.017
58897.7, 13.568 0.019
58898.7, 13.649 0.020
58899.7, 13.724 0.021
58900.7, 13.789 0.022
58901.7, 13.846 0.024
58902.7, 13.899 0.027
58903.7, 13.950 0.029
58904.7, 14.001 0.031
58905.7, 14.052 0.033
58906.7, 14.101 0.033
58907.7, 14.145 0.034
58908.7, 14.182 0.035
58909.7, 14.214 0.037
58910.7, 14.242 0.039
58911.7, 14.269 0.040
58912.7, 14.296 0.040
58913.7, 14.325 0.040
58914.7, 14.355 0.041
58915.7, 14.388 0.044
58916.7, 14.423 0.047
58917.7, 14.458 0.050
58918.7, 14.493 0.053
58919.7, 14.527 0.059
58920.7, 14.561 0.066
58921.7, 14.593 0.068
58922.7, 14.624 0.067
58923.7, 14.656 0.063
58924.7, 14.687 0.062
58925.7, 14.717 0.064
58926.7, 14.747 0.069
